RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,YEAR,MONTH,DATE,DAY
K.R.S,25.43,103.21,164.0,1190.0,2014,3,16,74
K.R.S,25.04,102.75,129.0,1184.0,2014,3,17,75
K.R.S,24.65,102.28,179.0,1281.0,2014,3,18,76
K.R.S,24.25,101.79,135.0,1381.0,2014,3,19,77
K.R.S,23.44,100.79,149.0,1375.0,2014,3,21,79
K.R.S,23.03,100.28,123.0,1374.0,2014,3,22,80
K.R.S,22.63,99.77,172.0,1371.0,2014,3,23,81
K.R.S,22.23,99.25,143.0,1368.0,2014,3,24,82
K.R.S,21.82,98.72,117.0,1367.0,2014,3,25,83
K.R.S,21.42,98.19,171.0,4672.0,2014,3,26,84
K.R.S,21.02,97.65,164.0,4672.0,2014,3,27,85
K.R.S,20.64,97.13,175.0,4471.0,2014,3,28,86
K.R.S,20.35,96.72,169.0,3470.0,2014,3,29,87
K.R.S,20.05,96.30,115.0,3469.0,2014,3,30,88
K.R.S,20.01,96.25,115.0,413.0,2014,3,31,89
K.R.S,19.98,96.20,115.0,413.0,2014,4,1,90
K.R.S,19.94,96.15,196.0,413.0,2014,4,2,91
K.R.S,19.91,96.10,156.0,413.0,2014,4,3,92
K.R.S,19.87,96.05,156.0,413.0,2014,4,4,93
K.R.S,19.83,96,156.0,413.0,2014,4,5,94
K.R.S,19.8,95.95,163.0,413.0,2014,4,6,95
K.R.S,19.77,95.90,162.0,413.0,2014,4,7,96
K.R.S,19.72,95.83,101.0,412.0,2014,4,8,97
K.R.S,19.66,95.75,121.0,612.0,2014,4,9,98
K.R.S,19.61,95.67,121.0,412.0,2014,4,10,99
K.R.S,19.55,95.59,121.0,612.0,2014,4,11,100
K.R.S,19.33,95.27,167.0,1590.0,2014,4,12,101
K.R.S,18.94,94.70,193.0,4565.0,2014,4,13,102
K.R.S,18.54,94.12,167.0,4562.0,2014,4,14,103
K.R.S,18.15,93.53,184.0,4561.0,2014,4,15,104
K.R.S,17.76,92.93,146.0,4560.0,2014,4,16,105
K.R.S,17.36,92.31,103.0,4559.0,2014,4,17,106
K.R.S,16.97,91.69,165.0,4558.0,2014,4,18,107
K.R.S,16.58,91.06,162.0,4557.0,2014,4,19,108
K.R.S,16.17,90.39,162.0,4722.0,2014,4,20,109
K.R.S,15.77,89.71,151.0,4713.0,2014,4,21,110
K.R.S,15.36,89.02,153.0,4705.0,2014,4,22,111
K.R.S,14.96,88.31,141.0,4697.0,2014,4,23,112
K.R.S,14.55,87.59,148.0,4689.0,2014,4,24,113
K.R.S,14.15,86.86,156.0,4677.0,2014,4,25,114
K.R.S,15.36,89.02,153.0,4705.0,2014,4,26,115
K.R.S,13.35,85.35,170.0,4655.0,2014,4,27,116
K.R.S,12.96,84.58,191.0,4644.0,2014,4,28,117
K.R.S,12.92,84.50,175.0,527.0,2014,4,29,118
K.R.S,12.88,84.42,175.0,527.0,2014,4,30,119
K.R.S,12.83,84.34,175.0,527.0,2014,5,1,120
K.R.S,12.79,84.26,180.0,526.0,2014,5,2,121
K.R.S,12.75,84.18,160.0,526.0,2014,5,3,122
K.R.S,12.71,84.10,180.0,526.0,2014,5,4,123
K.R.S,12.67,84.02,180.0,526.0,2014,5,5,124
K.R.S,12.63,83.94,188.0,526.0,2014,5,6,125
K.R.S,12.59,83.86,189.0,525.0,2014,5,7,126
K.R.S,12.56,83.79,246.0,525.0,2014,5,8,127
K.R.S,12.55,83.78,507.0,525.0,2014,5,9,128
K.R.S,12.56,83.80,657.0,425.0,2014,5,10,129
K.R.S,12.58,83.84,771.0,425.0,2014,5,11,130
K.R.S,12.66,84,1453.0,425.0,2014,5,12,131
K.R.S,12.74,84.15,1427.0,426.0,2014,5,13,132
K.R.S,12.8,84.27,1252.0,426.0,2014,5,14,133
K.R.S,0.0,&nbsp;,0.0,0.0,2014,5,15,134
K.R.S,12.36,83.38,1109.0,4631.0,2014,5,16,135
K.R.S,12.04,82.73,899.0,4429.0,2014,5,17,136
K.R.S,11.74,82.10,1070.0,4427.0,2014,5,18,137
K.R.S,11.42,81.40,777.0,4424.0,2014,5,19,138
K.R.S,11.09,80.68,734.0,4421.0,2014,5,20,139
K.R.S,10.75,79.92,641.0,4510.0,2014,5,21,140
K.R.S,10.39,79.10,524.0,4587.0,2014,5,22,141
K.R.S,10.04,78.26,523.0,4522.0,2014,5,23,142
K.R.S,9.69,77.40,516.0,4507.0,2014,5,24,143
K.R.S,9.33,76.52,520.0,4496.0,2014,5,25,144
K.R.S,8.99,75.64,477.0,4342.0,2014,5,26,145
K.R.S,8.67,74.79,470.0,4091.0,2014,5,27,146
K.R.S,8.39,74.04,160.0,3574.0,2014,5,28,147
K.R.S,8.18,73.44,477.0,2875.0,2014,5,29,148
K.R.S,7.97,72.84,374.0,2745.0,2014,5,30,149
K.R.S,7.86,72.52,380.0,1574.0,2014,5,31,150
K.R.S,7.77,72.28,304.0,1201.0,2014,6,1,151
K.R.S,7.69,72.05,357.0,1200.0,2014,6,2,152
K.R.S,7.64,71.88,610.0,1206.0,2014,6,3,153
K.R.S,7.63,71.85,511.0,563.0,2014,6,4,154
K.R.S,7.63,71.86,451.0,347.0,2014,6,5,155
K.R.S,7.64,71.88,490.0,348.0,2014,6,6,156
K.R.S,7.65,71.92,568.0,348.0,2014,6,7,157
K.R.S,7.66,71.96,567.0,348.0,2014,6,8,158
K.R.S,7.68,72,567.0,348.0,2014,6,9,159
K.R.S,7.7,72.06,656.0,349.0,2014,6,10,160
K.R.S,7.72,72.13,696.0,349.0,2014,6,11,161
K.R.S,7.74,72.19,656.0,349.0,2014,6,12,162
K.R.S,7.76,72.25,656.0,349.0,2014,6,13,163
K.R.S,7.78,72.30,617.0,350.0,2014,6,14,164
K.R.S,7.8,72.36,657.0,350.0,2014,6,15,165
K.R.S,7.82,72.41,617.0,350.0,2014,6,16,166
K.R.S,7.84,72.46,618.0,351.0,2014,6,17,167
K.R.S,7.85,72.50,574.0,351.0,2014,6,18,168
K.R.S,7.86,72.53,534.0,351.0,2014,6,19,169
K.R.S,7.87,72.57,574.0,351.0,2014,6,20,170
K.R.S,8.2,73.50,4203.0,356.0,2014,6,21,171
K.R.S,9.13,76,12085.0,1266.0,2014,6,22,172
K.R.S,9.97,78.10,12084.0,2253.0,2014,6,23,173
K.R.S,10.7,79.80,10842.0,2393.0,2014,6,24,174
K.R.S,11.08,80.65,6937.0,2480.0,2014,6,25,175
K.R.S,11.28,81.10,4953.0,2520.0,2014,6,26,176
K.R.S,11.35,81.25,2953.0,2066.0,2014,6,27,177
K.R.S,11.35,81.25,2042.0,1957.0,2014,6,28,178
K.R.S,11.33,81.21,1974.0,2103.0,2014,6,29,179
K.R.S,11.29,81.13,1758.0,2101.0,2014,6,30,180
K.R.S,11.26,81.05,1756.0,2099.0,2014,7,1,181
K.R.S,11.25,81.03,6474.0,2098.0,2014,7,2,182
K.R.S,11.23,81,6647.0,2097.0,2014,7,3,183
K.R.S,11.22,80.98,6825.0,2097.0,2014,7,4,184
K.R.S,11.23,81,7021.0,2097.0,2014,7,5,185
K.R.S,11.3,81.15,7021.0,2098.0,2014,7,6,186
K.R.S,11.46,81.50,7475.0,347.0,2014,7,7,187
K.R.S,11.57,81.73,7618.0,350.0,2014,7,8,188
K.R.S,11.66,81.92,301.0,351.0,2014,7,9,189
K.R.S,11.74,82.10,302.0,352.0,2014,7,10,190
K.R.S,11.85,82.32,303.0,353.0,2014,7,11,191
K.R.S,11.93,82.50,305.0,355.0,2014,7,12,192
K.R.S,12.1,82.85,306.0,356.0,2014,7,13,193
K.R.S,12.59,83.85,310.0,360.0,2014,7,14,194
K.R.S,14.04,86.65,1453.0,1503.0,2014,7,15,195
K.R.S,15.58,89.40,24579.0,6602.0,2014,7,16,196
K.R.S,16.73,91.30,25747.0,12423.0,2014,7,17,197
K.R.S,18.2,93.60,27506.0,10381.0,2014,7,18,198
K.R.S,19.76,95.90,29190.0,10964.0,2014,7,19,199
K.R.S,21.02,97.65,26211.0,11525.0,2014,7,20,200
K.R.S,22.61,99.75,24649.0,6138.0,2014,7,21,201
K.R.S,24.75,102.40,26167.0,1340.0,2014,7,22,202
K.R.S,27.17,105.20,33132.0,200.0,2014,7,23,203
K.R.S,29.19,107.40,30129.0,200.0,2014,7,24,204
K.R.S,31.52,109.80,34956.0,200.0,2014,7,25,205
K.R.S,33.31,111.55,32359.0,200.0,2014,7,26,206
K.R.S,34.42,112.60,25656.0,200.0,2014,7,27,207
K.R.S,34.85,113,17941.0,200.0,2014,7,28,208
K.R.S,35.55,113.65,18797.0,200.0,2014,7,29,209
K.R.S,35.94,114,12548.0,7974.0,2014,7,30,210
K.R.S,36.33,114.35,12730.0,8049.0,2014,7,31,211
K.R.S,36.72,114.70,13977.0,9297.0,2014,8,1,212
K.R.S,38.49,116.25,30191.0,9517.0,2014,8,2,213
K.R.S,40.87,118.25,44163.0,16423.0,2014,8,3,214
K.R.S,42.1,119.25,34617.0,20181.0,2014,8,4,215
K.R.S,44.98,121.50,46964.0,13514.0,2014,8,5,216
K.R.S,48.34,124,47057.0,7986.0,2014,8,6,217
K.R.S,49.45,124.80,43058.0,29930.0,2014,8,7,218
K.R.S,47.65,123.50,29045.0,31213.0,2014,8,10,221
K.R.S,48.4,124.05,16115.0,7196.0,2014,8,11,222
K.R.S,49.17,124.60,15166.0,6075.0,2014,8,12,223
K.R.S,49.45,124.80,11355.0,7917.0,2014,8,13,224
K.R.S,49.45,124.80,12269.0,12062.0,2014,8,14,225
K.R.S,49.45,124.80,17335.0,17127.0,2014,8,15,226
K.R.S,49.45,124.80,11909.0,11701.0,2014,8,16,227
K.R.S,49.33,124.71,7382.0,8628.0,2014,8,17,228
K.R.S,49.17,124.60,4606.0,6175.0,2014,8,18,229
K.R.S,49.21,124.63,6868.0,6175.0,2014,8,19,230
K.R.S,49.17,124.60,5882.0,6175.0,2014,8,20,231
K.R.S,49.03,124.50,4751.0,6175.0,2014,8,21,232
K.R.S,48.8,124.33,3621.0,6175.0,2014,8,22,233
K.R.S,48.49,124.11,2813.0,6175.0,2014,8,23,234
K.R.S,48.25,123.94,3662.0,6161.0,2014,8,24,235
K.R.S,48.1,123.83,4569.0,6119.0,2014,8,25,236
K.R.S,47.83,123.63,3146.0,6119.0,2014,8,26,237
K.R.S,47.52,123.40,2659.0,6107.0,2014,8,27,238
K.R.S,47.15,123.13,1989.0,6069.0,2014,8,28,239
K.R.S,46.77,122.85,1906.0,6057.0,2014,8,29,240
K.R.S,46.43,122.60,2332.0,6018.0,2014,8,30,241
K.R.S,46.19,122.42,3405.0,6007.0,2014,8,31,242
K.R.S,46.34,122.53,7857.0,5985.0,2014,9,1,243
K.R.S,47.43,123.34,18885.0,6031.0,2014,9,2,244
K.R.S,48.89,124.40,23227.0,6121.0,2014,9,3,245
K.R.S,49.45,124.80,19283.0,12615.0,2014,9,4,246
K.R.S,49.45,124.80,17435.0,17227.0,2014,9,5,247
K.R.S,49.45,124.80,17435.0,17227.0,2014,9,6,248
K.R.S,49.45,124.80,15133.0,14925.0,2014,9,7,249
K.R.S,49.45,124.80,10067.0,9859.0,2014,9,8,250
K.R.S,49.45,124.80,12830.0,12622.0,2014,9,9,251
K.R.S,49.45,124.80,15593.0,15385.0,2014,9,10,252
K.R.S,49.45,124.80,12830.0,12622.0,2014,9,11,253
K.R.S,49.45,124.80,7304.0,7096.0,2014,9,12,254
K.R.S,49.45,124.80,6383.0,6175.0,2014,9,13,255
K.R.S,49.45,124.80,6383.0,6175.0,2014,9,14,256
K.R.S,49.45,124.80,6383.0,6175.0,2014,9,15,257
K.R.S,49.45,124.80,6383.0,6175.0,2014,9,16,258
K.R.S,49.42,124.78,6060.0,6175.0,2014,9,17,259
K.R.S,49.34,124.72,5414.0,6175.0,2014,9,18,260
K.R.S,49.2,124.62,4768.0,6175.0,2014,9,19,261
K.R.S,49.03,124.50,4445.0,6175.0,2014,9,20,262
K.R.S,48.87,124.38,4445.0,6175.0,2014,9,21,263
K.R.S,48.66,124.23,3960.0,6175.0,2014,9,22,264
K.R.S,48.47,124.10,4283.0,6175.0,2014,9,23,265
K.R.S,48.54,124.15,7116.0,6100.0,2014,9,24,266
K.R.S,49.45,124.80,15735.0,5027.0,2014,9,25,267
K.R.S,49.45,124.80,14358.0,14151.0,2014,9,26,268
K.R.S,49.45,124.80,19807.0,19600.0,2014,9,27,269
K.R.S,49.45,124.80,14139.0,13930.0,2014,9,28,270
K.R.S,49.45,124.80,8076.0,7867.0,2014,9,29,271
K.R.S,49.45,124.80,6810.0,6601.0,2014,9,30,272
K.R.S,49.45,124.80,11415.0,11206.0,2014,10,1,273
K.R.S,49.45,124.80,10657.0,10400.0,2014,10,2,274
K.R.S,49.45,124.80,6283.0,6025.0,2014,10,3,275
K.R.S,49.45,124.80,6283.0,6025.0,2014,10,4,276
K.R.S,49.45,124.80,6283.0,6025.0,2014,10,5,277
K.R.S,49.33,124.71,226.0,6100.0,2014,10,6,278
K.R.S,49.31,124.69,225.0,6000.0,2014,10,7,279
K.R.S,49.4,124.76,7723.0,6175.0,2014,10,8,280
K.R.S,49.45,124.80,5212.0,4309.0,2014,10,9,281
K.R.S,49.45,124.80,7628.0,7371.0,2014,10,10,282
K.R.S,49.45,124.80,11732.0,11476.0,2014,10,11,283
K.R.S,49.45,124.80,12653.0,12397.0,2014,10,12,284
K.R.S,49.45,124.80,12653.0,12397.0,2014,10,13,285
K.R.S,49.45,124.80,8048.0,7792.0,2014,10,14,286
K.R.S,49.45,124.80,5285.0,5029.0,2014,10,15,287
K.R.S,49.38,124.75,4478.0,5029.0,2014,10,16,288
K.R.S,49.26,124.66,1990.0,3187.0,2014,10,17,289
K.R.S,49.13,124.57,3579.0,4777.0,2014,10,18,290
K.R.S,49.06,124.52,4225.0,4777.0,2014,10,19,291
K.R.S,49.05,124.51,4571.0,4477.0,2014,10,20,292
K.R.S,49.05,124.51,4433.0,4177.0,2014,10,21,293
K.R.S,49.02,124.49,4109.0,4177.0,2014,10,22,294
K.R.S,49.01,124.48,4271.0,4177.0,2014,10,23,295
K.R.S,48.88,124.39,2979.0,4177.0,2014,10,24,296
K.R.S,48.8,124.33,3463.0,4177.0,2014,10,25,297
K.R.S,48.89,124.40,5314.0,3679.0,2014,10,26,298
K.R.S,49.07,124.53,6284.0,4177.0,2014,10,27,299
K.R.S,49.35,124.73,7663.0,4177.0,2014,10,28,300
K.R.S,49.45,124.80,5152.0,3773.0,2014,10,29,301
K.R.S,49.45,124.80,4275.0,4019.0,2014,10,30,302
K.R.S,49.45,124.80,4275.0,4019.0,2014,10,31,303
K.R.S,49.45,124.80,3354.0,3098.0,2014,11,1,304
K.R.S,49.45,124.80,2385.0,2177.0,2014,11,2,305
K.R.S,49.45,124.80,2385.0,2177.0,2014,11,3,306
K.R.S,49.45,124.80,2385.0,2177.0,2014,11,4,307
K.R.S,49.45,124.80,2385.0,2177.0,2014,11,5,308
K.R.S,49.41,124.77,2276.0,2552.0,2014,11,6,309
K.R.S,49.31,124.70,2006.0,2927.0,2014,11,7,310
K.R.S,49.2,124.62,1845.0,2927.0,2014,11,8,311
K.R.S,49.07,124.53,1603.0,2927.0,2014,11,9,312
K.R.S,48.94,124.43,1522.0,2927.0,2014,11,10,313
K.R.S,48.8,124.33,1672.0,3027.0,2014,11,11,314
K.R.S,48.49,124.11,1683.0,5027.0,2014,11,12,315
K.R.S,48.2,123.90,1897.0,5013.0,2014,11,13,316
K.R.S,47.91,123.69,1854.0,4971.0,2014,11,14,317
K.R.S,47.62,123.48,1842.0,4959.0,2014,11,15,318
K.R.S,47.35,123.28,1963.0,4921.0,2014,11,16,319
K.R.S,47.06,123.07,1804.0,4921.0,2014,11,17,320
K.R.S,46.78,122.86,1811.0,4884.0,2014,11,18,321
K.R.S,46.5,122.65,1820.0,4870.0,2014,11,19,322
K.R.S,46.23,122.45,1964.0,4859.0,2014,11,20,323
K.R.S,45.95,122.24,1775.0,4825.0,2014,11,21,324
K.R.S,45.66,122.02,1620.0,4825.0,2014,11,22,325
K.R.S,45.38,121.81,1803.0,4795.0,2014,11,23,326
K.R.S,45.11,121.60,1798.0,4776.0,2014,11,24,327
K.R.S,44.83,121.39,1788.0,4774.0,2014,11,25,328
K.R.S,44.56,121.18,1758.0,4744.0,2014,11,26,329
K.R.S,44.28,120.97,1757.0,4734.0,2014,11,27,330
K.R.S,44.03,120.77,1681.0,4455.0,2014,11,28,331
K.R.S,43.77,120.57,1681.0,4455.0,2014,11,29,332
K.R.S,43.52,120.37,1654.0,4455.0,2014,11,30,333
K.R.S,43.26,120.17,1631.0,4419.0,2014,12,1,334
K.R.S,43.26,120.17,1631.0,4419.0,2014,12,2,335
K.R.S,42.75,119.77,1674.0,4384.0,2014,12,3,336
K.R.S,42.44,119.52,1694.0,5130.0,2014,12,4,337
K.R.S,42.14,119.28,1816.0,5108.0,2014,12,5,338
K.R.S,41.87,119.06,2099.0,5100.0,2014,12,6,339
K.R.S,41.58,118.83,1984.0,5078.0,2014,12,7,340
K.R.S,41.3,118.60,1994.0,5070.0,2014,12,8,341
K.R.S,41.03,118.38,2117.0,5051.0,2014,12,9,342
K.R.S,41.03,118.38,2117.0,5051.0,2014,12,10,343
K.R.S,40.76,118.16,4789.0,4747.0,2014,12,11,344
K.R.S,40.91,118.28,6334.0,4449.0,2014,12,12,345
K.R.S,41.01,118.36,5767.0,4449.0,2014,12,13,346
K.R.S,41.12,118.45,5909.0,4449.0,2014,12,14,347
K.R.S,41.21,118.53,5774.0,4456.0,2014,12,15,348
K.R.S,41.3,118.60,5650.0,4474.0,2014,12,16,349
K.R.S,41.35,118.64,5225.0,4474.0,2014,12,17,350
K.R.S,41.39,118.67,5083.0,4474.0,2014,12,18,351
K.R.S,41.31,118.61,3808.0,4474.0,2014,12,19,352
K.R.S,41.22,118.53,3510.0,4474.0,2014,12,20,353
K.R.S,41.09,118.43,3596.0,4846.0,2014,12,21,354
K.R.S,40.99,118.35,3873.0,4839.0,2014,12,22,355
K.R.S,40.87,118.25,3590.0,4839.0,2014,12,23,356
K.R.S,40.77,118.17,3624.0,4589.0,2014,12,24,357
K.R.S,40.66,118.08,3482.0,4589.0,2014,12,25,358
K.R.S,40.57,118,3334.0,4289.0,2014,12,26,359
K.R.S,40.52,117.96,3877.0,4267.0,2014,12,27,360
K.R.S,40.42,117.88,3315.0,4259.0,2014,12,28,361
K.R.S,40.29,117.77,2899.0,4259.0,2014,12,29,362
K.R.S,40.09,117.60,2472.0,4664.0,2014,12,30,363
K.R.S,40.09,117.60,2472.0,4664.0,2014,12,31,364
K.R.S,43.26,120.17,1631.0,4419.0,2015,1,1,0
K.R.S,39.88,117.43,1819.0,807.0,2015,1,2,1
K.R.S,39.96,117.49,1644.0,632.0,2015,1,3,2
K.R.S,40.04,117.56,1802.0,651.0,2015,1,4,3
K.R.S,40.09,117.60,1392.0,657.0,2015,1,5,4
K.R.S,40.12,117.63,1253.0,657.0,2015,1,6,5
K.R.S,40.16,117.66,1253.0,657.0,2015,1,7,6
K.R.S,40.21,117.70,1392.0,657.0,2015,1,8,7
K.R.S,40.24,117.73,1253.0,657.0,2015,1,9,8
K.R.S,40.29,117.77,1392.0,658.0,2015,1,10,9
K.R.S,40.3,117.78,977.0,658.0,2015,1,11,10
K.R.S,40.07,117.59,1859.0,4314.0,2015,1,12,11
K.R.S,39.78,117.34,1009.0,4288.0,2015,1,13,12
K.R.S,39.49,117.10,1140.0,4288.0,2015,1,14,13
K.R.S,39.17,116.83,758.0,4270.0,2015,1,15,14
K.R.S,38.83,116.54,510.0,4263.0,2015,1,16,15
K.R.S,38.15,116.81,550.0,4250.0,2015,1,17,16
K.R.S,38.08,115.90,594.0,4737.0,2015,1,18,17
K.R.S,37.71,115.57,510.0,4722.0,2015,1,19,18
K.R.S,37.43,115.33,1435.0,4456.0,2015,1,20,19
K.R.S,37.18,115.11,1445.0,4201.0,2015,1,21,20
K.R.S,36.91,114.87,1214.0,4196.0,2015,1,22,21
K.R.S,36.61,114.60,843.0,4181.0,2015,1,23,22
K.R.S,36.27,114.30,949.0,4675.0,2015,1,24,23
K.R.S,35.96,114.02,1193.0,4660.0,2015,1,25,24
K.R.S,35.67,113.76,1505.0,4645.0,2015,1,26,25
K.R.S,35.5,113.60,906.0,2776.0,2015,1,27,26
K.R.S,35.26,113.38,907.0,3536.0,2015,1,28,27
K.R.S,35.26,113.38,618.0,468.0,2015,1,29,28
K.R.S,35.27,113.39,744.0,468.0,2015,1,30,29
K.R.S,35.27,113.39,618.0,468.0,2015,1,31,30
K.R.S,35.27,113.39,618.0,468.0,2015,2,1,31
K.R.S,35.26,113.38,493.0,468.0,2015,2,2,32
K.R.S,35.23,113.35,340.0,568.0,2015,2,3,33
K.R.S,35.19,113.32,340.0,568.0,2015,2,4,34
K.R.S,35.16,113.29,340.0,568.0,2015,2,5,35
K.R.S,35.14,113.27,466.0,568.0,2015,2,6,36
K.R.S,35.12,113.25,466.0,568.0,2015,2,7,37
K.R.S,35.09,113.22,340.0,568.0,2015,2,8,38
K.R.S,35.05,113.19,340.0,568.0,2015,2,9,39
K.R.S,35.02,113.16,340.0,568.0,2015,2,10,40
K.R.S,34.67,112.84,366.0,4214.0,2015,2,11,41
K.R.S,34.33,112.52,402.0,4204.0,2015,2,12,42
K.R.S,33.96,112.17,323.0,4496.0,2015,2,13,43
K.R.S,33.59,111.82,358.0,4481.0,2015,2,14,44
K.R.S,33.22,111.46,268.0,4465.0,2015,2,15,45
K.R.S,32.84,111.10,260.0,4457.0,2015,2,16,46
K.R.S,33.51,111.74,323.0,4449.0,2015,2,17,47
K.R.S,32.1,110.37,218.0,4434.0,2015,2,18,48
K.R.S,31.72,110,210.0,4426.0,2015,2,19,49
K.R.S,31.35,109.63,301.0,4418.0,2015,2,20,50
K.R.S,30.98,109.26,286.0,4393.0,2015,2,21,51
K.R.S,30.62,108.89,302.0,4390.0,2015,2,22,52
K.R.S,30.25,108.51,254.0,4384.0,2015,2,23,53
K.R.S,29.88,108.13,249.0,4379.0,2015,2,24,54
K.R.S,29.52,107.75,306.0,4369.0,2015,2,25,55
K.R.S,29.15,107.36,219.0,4358.0,2015,2,26,56
K.R.S,28.78,106.97,217.0,4348.0,2015,2,27,57
K.R.S,28.42,106.58,303.0,4342.0,2015,2,28,58
K.R.S,28.06,106.19,298.0,4337.0,2015,3,1,59
K.R.S,27.7,105.79,233.0,4326.0,2015,3,2,60
K.R.S,27.65,105.74,278.0,465.0,2015,3,3,61
K.R.S,27.62,105.70,183.0,465.0,2015,3,4,62
K.R.S,27.58,105.66,183.0,465.0,2015,3,5,63
K.R.S,27.55,105.62,183.0,465.0,2015,3,6,64
K.R.S,27.52,105.59,287.0,465.0,2015,3,7,65
K.R.S,27.49,105.56,287.0,465.0,2015,3,8,66
K.R.S,27.46,105.53,287.0,465.0,2015,3,9,67
K.R.S,27.44,105.50,287.0,465.0,2015,3,10,68
K.R.S,27.42,105.48,389.0,463.0,2015,3,11,69
K.R.S,27.39,105.45,282.0,460.0,2015,3,12,70
K.R.S,27.21,105.25,388.0,2338.0,2015,3,13,71
K.R.S,26.89,104.89,423.0,4013.0,2015,3,14,72
K.R.S,26.57,104.52,380.0,4010.0,2015,3,15,73
K.R.S,26.24,104.15,377.0,4007.0,2015,3,16,74
K.R.S,25.91,103.77,337.0,4002.0,2015,3,17,75
K.R.S,25.59,103.39,368.0,3996.0,2015,3,18,76
K.R.S,25.25,103,266.0,3993.0,2015,3,19,77
K.R.S,24.9,102.58,265.0,4190.0,2015,3,20,78
K.R.S,24.55,102.16,262.0,4187.0,2015,3,21,79
K.R.S,24.21,101.74,323.0,4187.0,2015,3,22,80
K.R.S,23.86,101.32,358.0,4184.0,2015,3,23,81
K.R.S,23.51,100.89,285.0,4181.0,2015,3,24,82
K.R.S,23.17,100.45,266.0,4180.0,2015,3,25,83
K.R.S,22.82,100.02,358.0,4180.0,2015,3,26,84
K.R.S,22.48,99.57,268.0,4176.0,2015,3,27,85
K.R.S,22.13,99.12,269.0,4173.0,2015,3,28,86
K.R.S,21.78,98.66,256.0,4173.0,2015,3,29,87
K.R.S,21.43,98.20,282.0,4172.0,2015,3,30,88
K.R.S,21.08,97.73,255.0,4172.0,2015,3,31,89
K.R.S,20.73,97.25,215.0,4171.0,2015,4,1,90
K.R.S,20.38,96.76,223.0,4170.0,2015,4,2,91
K.R.S,20.04,96.29,243.0,4170.0,2015,4,3,92
K.R.S,19.82,95.98,253.0,1654.0,2015,4,4,93
K.R.S,19.79,95.93,212.0,462.0,2015,4,5,94
K.R.S,19.75,95.88,212.0,462.0,2015,4,6,95
K.R.S,19.72,95.84,293.0,462.0,2015,4,7,96
K.R.S,19.69,95.79,212.0,462.0,2015,4,8,97
K.R.S,19.65,95.74,212.0,462.0,2015,4,9,98
K.R.S,19.63,95.70,293.0,462.0,2015,4,10,99
K.R.S,19.59,95.65,212.0,462.0,2015,4,11,100
K.R.S,19.56,95.60,262.0,462.0,2015,4,12,101
K.R.S,19.51,95.53,251.0,612.0,2015,4,13,102
K.R.S,19.35,95.30,245.0,1943.0,2015,4,14,103
K.R.S,18.99,94.78,279.0,4265.0,2015,4,15,104
K.R.S,18.63,94.25,259.0,4262.0,2015,4,16,105
K.R.S,18.28,93.72,315.0,4261.0,2015,4,17,106
K.R.S,17.92,93.18,289.0,4260.0,2015,4,18,107
K.R.S,17.57,92.63,294.0,4259.0,2015,4,19,108
K.R.S,17.21,92.07,255.0,4259.0,2015,4,20,109
K.R.S,16.85,91.50,281.0,4258.0,2015,4,21,110
K.R.S,16.49,90.92,235.0,4254.0,2015,4,22,111
K.R.S,16.14,90.33,263.0,4251.0,2015,4,23,112
K.R.S,15.78,89.73,244.0,4250.0,2015,4,24,113
K.R.S,15.42,89.12,241.0,4249.0,2015,4,25,114
K.R.S,15.06,88.50,266.0,4247.0,2015,4,26,115
K.R.S,14.71,87.87,246.0,4246.0,2015,4,27,116
K.R.S,14.35,87.23,274.0,4245.0,2015,4,28,117
K.R.S,14.0,86.58,283.0,4241.0,2015,4,29,118
K.R.S,13.65,85.92,273.0,4237.0,2015,4,30,119
K.R.S,13.29,85.24,260.0,4236.0,2015,5,1,120
K.R.S,13.27,85.20,264.0,379.0,2015,5,2,121
K.R.S,13.26,85.17,323.0,378.0,2015,5,3,122
K.R.S,13.24,85.14,323.0,378.0,2015,5,4,123
K.R.S,13.22,85.10,263.0,378.0,2015,5,5,124
K.R.S,13.2,85.06,263.0,378.0,2015,5,6,125
K.R.S,13.18,85.03,323.0,378.0,2015,5,7,126
K.R.S,13.17,85,323.0,378.0,2015,5,8,127
K.R.S,13.15,84.97,325.0,378.0,2015,5,9,128
K.R.S,13.14,84.94,325.0,378.0,2015,5,10,129
K.R.S,13.11,84.88,250.0,478.0,2015,5,11,130
K.R.S,13.11,84.88,250.0,478.0,2015,5,12,131
K.R.S,12.99,84.65,279.0,1093.0,2015,5,13,132
K.R.S,12.75,84.18,305.0,2935.0,2015,5,14,133
K.R.S,12.52,83.70,294.0,2933.0,2015,5,15,134
K.R.S,12.28,83.22,323.0,2932.0,2015,5,16,135
K.R.S,12.05,82.74,365.0,2931.0,2015,5,17,136
K.R.S,11.89,82.40,1172.0,2930.0,2015,5,18,137
K.R.S,11.75,82.12,501.0,1929.0,2015,5,19,138
K.R.S,11.69,82,618.0,1164.0,2015,5,20,139
K.R.S,11.69,82,481.0,369.0,2015,5,21,140
K.R.S,11.71,82.03,650.0,369.0,2015,5,22,141
K.R.S,11.65,81.90,511.0,1098.0,2015,5,23,142
K.R.S,11.34,81.23,453.0,3924.0,2015,5,24,143
K.R.S,11.03,80.55,466.0,3920.0,2015,5,25,144
