DISTRICTS,RAINFALL,YEAR,MONTH,DEPARTURE,SEASON
RAICHUR,3.8,2009,4,-81.0,SUMMER
TUMKUR,23.8,2009,4,-23.0,SUMMER
KODAGU,46.4,2009,4,-50.0,SUMMER
BANGALORE URBAN,63.9,2009,4,97.0,SUMMER
BAGALKOTE,14.8,2009,4,-38.0,SUMMER
BIDAR,4.5,2009,4,-79.0,SUMMER
KOPPAL,6.1,2009,4,-72.0,SUMMER
GULBARGA,7.7,2009,4,-62.0,SUMMER
CHITRADURGA,5.8,2009,4,-79.0,SUMMER
BIJAPUR,5.0,2009,4,-71.0,SUMMER
DAKSHIN KANNADA,29.9,2009,4,-28.0,SUMMER
BELGAUM,12.6,2009,4,-61.0,SUMMER
CHIKKAMAGALURU,31.0,2009,4,-46.0,SUMMER
HASSAN,50.8,2009,4,-21.0,SUMMER
SHIMOGA,18.2,2009,4,-44.0,SUMMER
BELLARY,6.7,2009,4,-75.0,SUMMER
DHARWAD,22.2,2009,4,-52.0,SUMMER
MANDYA,27.7,2009,4,-44.0,SUMMER
GADAG,32.5,2009,4,-2.0,SUMMER
MYSURU,32.3,2009,4,-51.0,SUMMER
HAVERI,9.6,2009,4,-79.0,SUMMER
DAVANGERE,20.3,2009,4,-48.0,SUMMER
CHAMARAJANAGAR,52.9,2009,4,-22.0,SUMMER
KOLAR,14.4,2009,4,-49.0,SUMMER
BANGALORE RURAL,11.7,2009,4,-71.0,SUMMER
CHIKKAMAGALURU,110.2,2010,4,91.0,SUMMER
DAVANGERE,58.4,2010,4,64.0,SUMMER
SHIMOGA,60.1,2010,4,76.0,SUMMER
BIDAR,21.9,2010,4,4.0,SUMMER
UDUPI,65.6,2010,4,96.0,SUMMER
KOLAR,67.8,2010,4,131.0,SUMMER
BANGALORE RURAL,42.4,2010,4,18.0,SUMMER
CHIKBALLAPURA,67.9,2010,4,158.0,SUMMER
CHAMARAJANAGAR,77.5,2010,4,15.0,SUMMER
CHITRADURGA,93.2,2010,4,241.0,SUMMER
TUMKUR,79.8,2010,4,157.0,SUMMER
BELGAUM,23.6,2010,4,-26.0,SUMMER
DAKSHIN KANNADA,81.5,2010,4,96.0,SUMMER
RAICHUR,4.9,2010,4,-75.0,SUMMER
HASSAN,94.6,2010,4,46.0,SUMMER
DHARWAD,43.4,2010,4,-6.0,SUMMER
HAVERI,44.7,2010,4,0.0,SUMMER
MANDYA,94.5,2010,4,90.0,SUMMER
BIJAPUR,11.3,2010,4,-35.0,SUMMER
KODAGU,91.2,2010,4,-2.0,SUMMER
BELLARY,25.9,2010,4,-4.0,SUMMER
UTTAR KANNADA,48.9,2010,4,161.0,SUMMER
BANGALORE URBAN,97.5,2010,4,170.0,SUMMER
GADAG,23.0,2010,4,-31.0,SUMMER
MYSURU,152.2,2010,4,133.0,SUMMER
GULBARGA,14.9,2010,4,-27.0,SUMMER
BAGALKOTE,10.6,2010,4,-56.0,SUMMER
RAMANAGARA,53.8,2010,4,20.0,SUMMER
KOPPAL,20.4,2010,4,-7.0,SUMMER
DAVANGERE,49.9,2011,4,43.0,SUMMER
SHIMOGA,55.1,2011,4,45.0,SUMMER
TUMKUR,91.2,2011,4,168.0,SUMMER
BIJAPUR,31.1,2011,4,55.0,SUMMER
RAICHUR,34.0,2011,4,92.0,SUMMER
UTTAR KANNADA,65.3,2011,4,195.0,SUMMER
MANDYA,123.3,2011,4,172.0,SUMMER
KOPPAL,33.7,2011,4,76.0,SUMMER
MYSURU,138.8,2011,4,136.0,SUMMER
KODAGU,138.5,2011,4,54.0,SUMMER
GADAG,63.2,2011,4,89.0,SUMMER
BAGALKOTE,39.2,2011,4,67.0,SUMMER
CHIKBALLAPURA,45.0,2011,4,65.0,SUMMER
YADGIR,34.5,2011,4,68.0,SUMMER
BELLARY,44.4,2011,4,69.0,SUMMER
RAMANAGARA,121.0,2011,4,153.0,SUMMER
CHIKKAMAGALURU,95.0,2011,4,58.0,SUMMER
BIDAR,28.7,2011,4,32.0,SUMMER
BANGALORE RURAL,88.7,2011,4,145.0,SUMMER
CHAMARAJANAGAR,124.1,2011,4,79.0,SUMMER
DHARWAD,66.2,2011,4,42.0,SUMMER
HASSAN,84.8,2011,4,54.0,SUMMER
UDUPI,40.2,2011,4,37.0,SUMMER
HAVERI,109.9,2011,4,152.0,SUMMER
GULBARGA,38.0,2011,4,93.0,SUMMER
CHITRADURGA,57.7,2011,4,124.0,SUMMER
BANGALORE URBAN,157.8,2011,4,303.0,SUMMER
DAKSHIN KANNADA,83.6,2011,4,110.0,SUMMER
BELGAUM,49.2,2011,4,63.0,SUMMER
KOLAR,88.0,2011,4,217.0,SUMMER
BELLARY,92.9,2012,4,255.0,SUMMER
SHIMOGA,112.5,2012,4,196.0,SUMMER
KOLAR,65.4,2012,4,135.0,SUMMER
HAVERI,124.6,2012,4,186.0,SUMMER
RAMANAGARA,65.8,2012,4,37.0,SUMMER
RAICHUR,31.2,2012,4,76.0,SUMMER
MANDYA,107.1,2012,4,136.0,SUMMER
KOPPAL,51.6,2012,4,169.0,SUMMER
TUMKUR,117.5,2012,4,246.0,SUMMER
BANGALORE RURAL,57.7,2012,4,59.0,SUMMER
DAKSHIN KANNADA,113.0,2012,4,184.0,SUMMER
BANGALORE URBAN,21.1,2012,4,-46.0,SUMMER
GULBARGA,48.5,2012,4,146.0,SUMMER
DHARWAD,45.8,2012,4,-2.0,SUMMER
BAGALKOTE,31.9,2012,4,36.0,SUMMER
DAVANGERE,122.1,2012,4,249.0,SUMMER
KODAGU,154.9,2012,4,72.0,SUMMER
BIDAR,29.7,2012,4,37.0,SUMMER
UDUPI,49.6,2012,4,69.0,SUMMER
BIJAPUR,26.2,2012,4,30.0,SUMMER
CHAMARAJANAGAR,105.9,2012,4,53.0,SUMMER
CHIKKAMAGALURU,170.9,2012,4,184.0,SUMMER
CHIKBALLAPURA,72.3,2012,4,166.0,SUMMER
YADGIR,31.3,2012,4,53.0,SUMMER
MYSURU,123.0,2012,4,110.0,SUMMER
UTTAR KANNADA,55.0,2012,4,149.0,SUMMER
GADAG,54.3,2012,4,62.0,SUMMER
CHITRADURGA,131.4,2012,4,409.0,SUMMER
BELGAUM,53.2,2012,4,76.0,SUMMER
HASSAN,149.6,2012,4,172.0,SUMMER
BANGALORE URBAN,28.9,2013,4,-26.0,SUMMER
YADGIR,10.6,2013,4,-48.0,SUMMER
KODAGU,20.1,2013,4,-78.0,SUMMER
BELLARY,11.3,2013,4,-57.0,SUMMER
MYSURU,61.2,2013,4,4.0,SUMMER
BIDAR,35.0,2013,4,61.0,SUMMER
BAGALKOTE,36.3,2013,4,54.0,SUMMER
DAVANGERE,37.2,2013,4,6.0,SUMMER
HAVERI,45.9,2013,4,5.0,SUMMER
CHIKBALLAPURA,36.5,2013,4,34.0,SUMMER
BELAGAVI,19.0,2013,4,-37.0,SUMMER
GULBARGA,25.8,2013,4,31.0,SUMMER
HASSAN,37.3,2013,4,-32.0,SUMMER
KOLAR,36.8,2013,4,32.0,SUMMER
BIJAPUR,28.7,2013,4,43.0,SUMMER
KOPPAL,13.7,2013,4,-29.0,SUMMER
DAKSHIN KANNADA,33.5,2013,4,-16.0,SUMMER
GADAG,47.1,2013,4,41.0,SUMMER
DHARWAD,8.5,2013,4,-82.0,SUMMER
BANGALORE RURAL,38.9,2013,4,7.0,SUMMER
BELGAUM,19.0,2013,4,-37.0,SUMMER
UTTAR KANNADA,12.0,2013,4,-46.0,SUMMER
CHITRADURGA,16.3,2013,4,-37.0,SUMMER
RAMANAGARA,61.7,2013,4,29.0,SUMMER
MANDYA,58.2,2013,4,28.0,SUMMER
CHIKKAMAGALURU,19.1,2013,4,-68.0,SUMMER
CHAMARAJANAGAR,74.4,2013,4,8.0,SUMMER
UDUPI,36.2,2013,4,23.0,SUMMER
TUMKUR,22.5,2013,4,-34.0,SUMMER
RAICHUR,19.8,2013,4,12.0,SUMMER
SHIMOGA,33.8,2013,4,-11.0,SUMMER
RAICHUR,17.6,2014,4,-1.0,SUMMER
BELAGAVI,28.5,2014,4,-6.0,SUMMER
BELGAUM,28.5,2014,4,-6.0,SUMMER
BELLARY,23.9,2014,4,-9.0,SUMMER
HASSAN,78.1,2014,4,42.0,SUMMER
BAGALKOTE,21.3,2014,4,-9.0,SUMMER
KODAGU,83.3,2014,4,-7.0,SUMMER
RAMANAGARA,32.4,2014,4,-32.0,SUMMER
SHIMOGA,71.8,2014,4,89.0,SUMMER
BANGALORE RURAL,11.0,2014,4,-70.0,SUMMER
CHITRADURGA,53.9,2014,4,109.0,SUMMER
UDUPI,15.2,2014,4,-48.0,SUMMER
UTTAR KANNADA,25.8,2014,4,17.0,SUMMER
DAKSHIN KANNADA,56.3,2014,4,41.0,SUMMER
MYSURU,40.5,2014,4,-31.0,SUMMER
KOLAR,3.5,2014,4,-87.0,SUMMER
CHAMARAJANAGAR,42.2,2014,4,-39.0,SUMMER
TUMKUR,24.0,2014,4,-29.0,SUMMER
BANGALORE URBAN,7.2,2014,4,-82.0,SUMMER
KOPPAL,28.4,2014,4,48.0,SUMMER
HAVERI,69.0,2014,4,58.0,SUMMER
MANDYA,39.4,2014,4,-13.0,SUMMER
DAVANGERE,81.2,2014,4,132.0,SUMMER
YADGIR,13.7,2014,4,-33.0,SUMMER
GULBARGA,31.6,2014,4,60.0,SUMMER
BIJAPUR,13.3,2014,4,-34.0,SUMMER
GADAG,24.4,2014,4,-27.0,SUMMER
DHARWAD,40.9,2014,4,-12.0,SUMMER
CHIKKAMAGALURU,79.8,2014,4,33.0,SUMMER
CHIKBALLAPURA,11.0,2014,4,-60.0,SUMMER
BIDAR,12.9,2014,4,-41.0,SUMMER
BELLARY,65.8,2015,4,151.0,SUMMER
HASSAN,101.9,2015,4,85.0,SUMMER
UDUPI,69.7,2015,4,137.0,SUMMER
KOLAR,81.3,2015,4,192.0,SUMMER
RAMANAGARA,139.5,2015,4,191.0,SUMMER
DAVANGERE,30.7,2015,4,-12.0,SUMMER
HAVERI,19.6,2015,4,-55.0,SUMMER
BELAGAVI,23.4,2015,4,-23.0,SUMMER
CHITRADURGA,34.4,2015,4,33.0,SUMMER
BAGALKOTE,44.1,2015,4,87.0,SUMMER
GADAG,19.2,2015,4,-43.0,SUMMER
DAKSHIN KANNADA,96.3,2015,4,142.0,SUMMER
MANDYA,47.0,2015,4,4.0,SUMMER
BANGALORE URBAN,131.4,2015,4,235.0,SUMMER
BANGALORE RURAL,112.0,2015,4,209.0,SUMMER
CHIKKAMAGALURU,95.1,2015,4,58.0,SUMMER
KOPPAL,68.9,2015,4,259.0,SUMMER
UTTAR KANNADA,22.8,2015,4,3.0,SUMMER
RAICHUR,69.4,2015,4,292.0,SUMMER
SHIMOGA,47.4,2015,4,25.0,SUMMER
KODAGU,139.5,2015,4,55.0,SUMMER
CHIKBALLAPURA,81.8,2015,4,201.0,SUMMER
CHAMARAJANAGAR,108.8,2015,4,57.0,SUMMER
BIDAR,88.6,2015,4,308.0,SUMMER
YADGIR,46.5,2015,4,127.0,SUMMER
MYSURU,99.1,2015,4,69.0,SUMMER
BELGAUM,23.4,2015,4,-23.0,SUMMER
BIJAPUR,38.7,2015,4,93.0,SUMMER
TUMKUR,88.0,2015,4,159.0,SUMMER
DHARWAD,30.6,2015,4,-34.0,SUMMER
MYSURU,19.4,2016,4,-67.0,SUMMER
UDUPI,0.0,2016,4,-100.0,SUMMER
BIDAR,20.6,2016,4,-5.0,SUMMER
RAICHUR,2.4,2016,4,-86.0,SUMMER
DHARWAD,20.8,2016,4,-55.0,SUMMER
BAGALKOTE,17.9,2016,4,-24.0,SUMMER
BANGALORE RURAL,2.3,2016,4,-94.0,SUMMER
CHIKBALLAPURA,2.6,2016,4,-90.0,SUMMER
CHAMARAJANAGAR,8.2,2016,4,-88.0,SUMMER
MANDYA,13.5,2016,4,-70.0,SUMMER
BELLARY,4.2,2016,4,-84.0,SUMMER
DAVANGERE,0.4,2016,4,-99.0,SUMMER
HAVERI,9.4,2016,4,-79.0,SUMMER
GADAG,21.7,2016,4,-35.0,SUMMER
VIJAYAPURA,9.7,2016,4,-52.0,SUMMER
UTTAR KANNADA,1.1,2016,4,-95.0,SUMMER
TUMKUR,1.7,2016,4,-95.0,SUMMER
DAKSHIN KANNADA,12.2,2016,4,-69.0,SUMMER
SHIMOGA,1.9,2016,4,-95.0,SUMMER
BELAGAVI,13.0,2016,4,-57.0,SUMMER
KALABURGI,10.6,2016,4,-46.0,SUMMER
RAMANAGARA,3.8,2016,4,-92.0,SUMMER
KODAGU,27.3,2016,4,-70.0,SUMMER
CHITRADURGA,3.4,2016,4,-87.0,SUMMER
KOPPAL,0.0,2016,4,-100.0,SUMMER
KOLAR,0.0,2016,4,-100.0,SUMMER
BANGALORE URBAN,6.2,2016,4,-84.0,SUMMER
CHIKKAMAGALURU,15.6,2016,4,-74.0,SUMMER
HASSAN,32.1,2016,4,-42.0,SUMMER
BELGAUM,13.0,2016,4,-57.0,SUMMER
YADGIR,1.0,2016,4,-95.0,SUMMER
BAGALKOTE,8.2,2017,4,-65.0,SUMMER
CHAMARAJANAGAR,34.6,2017,4,-50.0,SUMMER
GADAG,5.7,2017,4,-83.0,SUMMER
VIJAYAPURA,7.2,2017,4,-64.0,SUMMER
UTTAR KANNADA,4.5,2017,4,-80.0,SUMMER
SHIMOGA,10.6,2017,4,-72.0,SUMMER
BIDAR,1.5,2017,4,-93.0,SUMMER
DAVANGERE,11.2,2017,4,-68.0,SUMMER
CHITRADURGA,11.3,2017,4,-56.0,SUMMER
KOLAR,32.6,2017,4,17.0,SUMMER
BANGALORE RURAL,36.9,2017,4,2.0,SUMMER
MYSURU,91.8,2017,4,56.0,SUMMER
BELLARY,5.8,2017,4,-78.0,SUMMER
CHIKKAMAGALURU,26.0,2017,4,-57.0,SUMMER
CHIKBALLAPURA,44.9,2017,4,65.0,SUMMER
HASSAN,51.1,2017,4,-7.0,SUMMER
BELAGAVI,9.1,2017,4,-70.0,SUMMER
KOPPAL,13.3,2017,4,-30.0,SUMMER
HAVERI,43.7,2017,4,0.0,SUMMER
YADGIR,5.3,2017,4,-74.0,SUMMER
RAMANAGARA,39.0,2017,4,-18.0,SUMMER
KALABURGI,9.2,2017,4,-53.0,SUMMER
DHARWAD,10.3,2017,4,-78.0,SUMMER
TUMKUR,22.4,2017,4,-34.0,SUMMER
KODAGU,91.5,2017,4,2.0,SUMMER
DAKSHIN KANNADA,23.8,2017,4,-40.0,SUMMER
UDUPI,4.5,2017,4,-85.0,SUMMER
RAICHUR,1.7,2017,4,-90.0,SUMMER
MANDYA,71.5,2017,4,58.0,SUMMER
BANGALORE URBAN,26.0,2017,4,-34.0,SUMMER
VIJAYAPURA,31.8,2018,4,58.0,SUMMER
UTTAR KANNADA,15.5,2018,4,-30.0,SUMMER
RAMANAGARA,44.0,2018,4,-8.0,SUMMER
UDUPI,9.7,2018,4,-67.0,SUMMER
KALABURGI,42.8,2018,4,117.0,SUMMER
CHIKBALLAPURA,11.3,2018,4,-58.0,SUMMER
KODAGU,83.4,2018,4,-7.0,SUMMER
BANGALORE URBAN,24.0,2018,4,-39.0,SUMMER
BELLARY,20.0,2018,4,-24.0,SUMMER
TUMKUR,19.1,2018,4,-44.0,SUMMER
MYSURU,62.1,2018,4,6.0,SUMMER
BANGALORE RURAL,33.8,2018,4,-7.0,SUMMER
BELAGAVI,35.1,2018,4,16.0,SUMMER
SHIMOGA,36.2,2018,4,-5.0,SUMMER
YADGIR,18.9,2018,4,-8.0,SUMMER
GADAG,36.7,2018,4,10.0,SUMMER
HAVERI,37.1,2018,4,-15.0,SUMMER
HASSAN,53.1,2018,4,-4.0,SUMMER
CHIKKAMAGALURU,64.8,2018,4,8.0,SUMMER
CHITRADURGA,14.8,2018,4,-43.0,SUMMER
RAICHUR,14.7,2018,4,-17.0,SUMMER
DAKSHIN KANNADA,85.0,2018,4,114.0,SUMMER
DAVANGERE,23.4,2018,4,-33.0,SUMMER
KOPPAL,9.5,2018,4,-50.0,SUMMER
BAGALKOTE,32.2,2018,4,37.0,SUMMER
DHARWAD,23.7,2018,4,-49.0,SUMMER
BIDAR,48.5,2018,4,124.0,SUMMER
KOLAR,21.9,2018,4,-21.0,SUMMER
CHAMARAJANAGAR,47.5,2018,4,-31.0,SUMMER
MANDYA,48.3,2018,4,7.0,SUMMER
CHIKKAMAGALURU,38.3,2019,4,-36.0,SUMMER
HASSAN,41.9,2019,4,-17.0,SUMMER
KODAGU,68.6,2019,4,-19.0,SUMMER
MYSURU,53.2,2019,4,-19.0,SUMMER
MYSURU,50.0,2020,4,-24.0,SUMMER
HASSAN,47.2,2020,4,-7.0,SUMMER
KODAGU,113.2,2020,4,34.0,SUMMER
CHIKKAMAGALURU,55.9,2020,4,-6.0,SUMMER
KOPPAL,32.6,2008,5,-35.0,SUMMER
HASSAN,87.8,2008,5,-18.0,SUMMER
MYSURU,103.6,2008,5,-25.0,SUMMER
HAVERI,77.0,2008,5,-11.0,SUMMER
DAKSHIN KANNADA,93.0,2008,5,-47.0,SUMMER
TUMKUR,94.6,2008,5,3.0,SUMMER
CHAMARAJANAGAR,81.2,2008,5,-39.0,SUMMER
BELLARY,36.6,2008,5,-40.0,SUMMER
BELGAUM,11.0,2008,5,-86.0,SUMMER
KODAGU,60.2,2008,5,-59.0,SUMMER
UDUPI,55.7,2008,5,-70.0,SUMMER
KOLAR,112.4,2008,5,44.0,SUMMER
CHIKKAMAGALURU,49.2,2008,5,-51.0,SUMMER
GULBARGA,5.1,2008,5,-86.0,SUMMER
GADAG,46.4,2008,5,-39.0,SUMMER
BIJAPUR,23.6,2008,5,-46.0,SUMMER
RAICHUR,23.3,2008,5,-40.0,SUMMER
DHARWAD,35.8,2008,5,-59.0,SUMMER
BIDAR,2.0,2008,5,-94.0,SUMMER
CHITRADURGA,77.5,2008,5,8.0,SUMMER
UTTAR KANNADA,40.0,2008,5,-67.0,SUMMER
BANGALORE RURAL,100.7,2008,5,-12.0,SUMMER
BANGALORE URBAN,87.1,2008,5,-7.0,SUMMER
SHIMOGA,43.7,2008,5,-47.0,SUMMER
DAVANGERE,90.0,2008,5,8.0,SUMMER
MANDYA,34.9,2008,5,-71.0,SUMMER
BAGALKOTE,37.5,2008,5,-35.0,SUMMER
SHIMOGA,103.5,2009,5,25.0,SUMMER
CHAMARAJANAGAR,100.8,2009,5,-24.0,SUMMER
MANDYA,64.6,2009,5,-46.0,SUMMER
GULBARGA,30.4,2009,5,-19.0,SUMMER
BELGAUM,85.3,2009,5,10.0,SUMMER
KODAGU,74.3,2009,5,-50.0,SUMMER
UTTAR KANNADA,83.1,2009,5,-32.0,SUMMER
BELLARY,69.4,2009,5,15.0,SUMMER
BAGALKOTE,66.3,2009,5,14.0,SUMMER
MYSURU,94.9,2009,5,-31.0,SUMMER
BANGALORE URBAN,123.8,2009,5,32.0,SUMMER
DHARWAD,48.0,2009,5,-45.0,SUMMER
KOLAR,67.2,2009,5,-14.0,SUMMER
BANGALORE RURAL,92.4,2009,5,-19.0,SUMMER
CHITRADURGA,148.3,2009,5,107.0,SUMMER
UDUPI,103.3,2009,5,-44.0,SUMMER
BIJAPUR,59.9,2009,5,37.0,SUMMER
CHIKKAMAGALURU,104.5,2009,5,4.0,SUMMER
DAVANGERE,130.8,2009,5,56.0,SUMMER
HASSAN,97.3,2009,5,-9.0,SUMMER
GADAG,78.1,2009,5,3.0,SUMMER
KOPPAL,74.8,2009,5,49.0,SUMMER
RAICHUR,45.1,2009,5,17.0,SUMMER
BIDAR,10.2,2009,5,-68.0,SUMMER
HAVERI,60.9,2009,5,-30.0,SUMMER
DAKSHIN KANNADA,182.2,2009,5,3.0,SUMMER
TUMKUR,117.5,2009,5,28.0,SUMMER
BELLARY,88.9,2010,5,47.0,SUMMER
GULBARGA,27.5,2010,5,-27.0,SUMMER
HAVERI,72.6,2010,5,-16.0,SUMMER
HASSAN,128.4,2010,5,20.0,SUMMER
KODAGU,109.2,2010,5,-26.0,SUMMER
BELGAUM,17.4,2010,5,-78.0,SUMMER
KOPPAL,101.0,2010,5,101.0,SUMMER
BANGALORE RURAL,114.0,2010,5,10.0,SUMMER
TUMKUR,114.9,2010,5,25.0,SUMMER
MYSURU,11.7,2010,5,-91.0,SUMMER
GADAG,71.0,2010,5,-7.0,SUMMER
UDUPI,86.1,2010,5,-53.0,SUMMER
BIJAPUR,39.4,2010,5,-10.0,SUMMER
BAGALKOTE,57.4,2010,5,-1.0,SUMMER
RAICHUR,23.4,2010,5,-39.0,SUMMER
BIDAR,16.3,2010,5,-49.0,SUMMER
DHARWAD,76.1,2010,5,-13.0,SUMMER
UTTAR KANNADA,74.4,2010,5,-39.0,SUMMER
DAKSHIN KANNADA,129.5,2010,5,-27.0,SUMMER
BANGALORE URBAN,123.9,2010,5,19.0,SUMMER
RAMANAGARA,104.6,2010,5,-18.0,SUMMER
DAVANGERE,61.0,2010,5,-25.0,SUMMER
SHIMOGA,87.2,2010,5,5.0,SUMMER
CHIKKAMAGALURU,114.9,2010,5,15.0,SUMMER
MANDYA,88.1,2010,5,-26.0,SUMMER
KOLAR,139.6,2010,5,71.0,SUMMER
CHITRADURGA,140.2,2010,5,95.0,SUMMER
CHIKBALLAPURA,958.0,2010,5,1200.0,SUMMER
CHAMARAJANAGAR,100.2,2010,5,-25.0,SUMMER
HASSAN,129.4,2011,5,27.0,SUMMER
RAMANAGARA,146.4,2011,5,20.0,SUMMER
GADAG,50.8,2011,5,-29.0,SUMMER
DAKSHIN KANNADA,98.6,2011,5,-45.0,SUMMER
KODAGU,107.5,2011,5,-30.0,SUMMER
KOLAR,69.3,2011,5,-7.0,SUMMER
CHIKBALLAPURA,99.5,2011,5,43.0,SUMMER
MANDYA,101.6,2011,5,-3.0,SUMMER
MYSURU,120.8,2011,5,-3.0,SUMMER
UDUPI,35.3,2011,5,-82.0,SUMMER
CHIKKAMAGALURU,71.8,2011,5,-32.0,SUMMER
BELGAUM,54.6,2011,5,-27.0,SUMMER
TUMKUR,103.1,2011,5,18.0,SUMMER
BAGALKOTE,81.0,2011,5,41.0,SUMMER
YADGIR,47.4,2011,5,29.0,SUMMER
BANGALORE URBAN,139.1,2011,5,31.0,SUMMER
DAVANGERE,74.7,2011,5,1.0,SUMMER
BIDAR,27.2,2011,5,-13.0,SUMMER
CHAMARAJANAGAR,94.6,2011,5,-28.0,SUMMER
GULBARGA,30.2,2011,5,-17.0,SUMMER
KOPPAL,56.3,2011,5,11.0,SUMMER
RAICHUR,29.0,2011,5,-28.0,SUMMER
BELLARY,65.7,2011,5,13.0,SUMMER
BIJAPUR,59.5,2011,5,28.0,SUMMER
SHIMOGA,42.1,2011,5,-46.0,SUMMER
UTTAR KANNADA,24.6,2011,5,-78.0,SUMMER
HAVERI,54.1,2011,5,-31.0,SUMMER
BANGALORE RURAL,97.5,2011,5,5.0,SUMMER
DHARWAD,45.7,2011,5,-45.0,SUMMER
CHITRADURGA,52.3,2011,5,-19.0,SUMMER
SHIMOGA,20.1,2012,5,-74.0,SUMMER
BAGALKOTE,17.6,2012,5,-69.0,SUMMER
HAVERI,42.6,2012,5,-46.0,SUMMER
MYSURU,53.2,2012,5,-57.0,SUMMER
DHARWAD,22.6,2012,5,-73.0,SUMMER
UDUPI,21.2,2012,5,-89.0,SUMMER
MANDYA,45.5,2012,5,-57.0,SUMMER
CHAMARAJANAGAR,61.5,2012,5,-53.0,SUMMER
GULBARGA,15.7,2012,5,-57.0,SUMMER
BANGALORE RURAL,108.2,2012,5,16.0,SUMMER
BIJAPUR,9.1,2012,5,-80.0,SUMMER
BELLARY,38.3,2012,5,-34.0,SUMMER
YADGIR,13.7,2012,5,-63.0,SUMMER
DAKSHIN KANNADA,37.4,2012,5,-79.0,SUMMER
CHIKKAMAGALURU,39.8,2012,5,-62.0,SUMMER
BIDAR,14.2,2012,5,-55.0,SUMMER
UTTAR KANNADA,6.8,2012,5,-94.0,SUMMER
BANGALORE URBAN,108.1,2012,5,2.0,SUMMER
RAMANAGARA,60.0,2012,5,-51.0,SUMMER
GADAG,46.0,2012,5,-36.0,SUMMER
DAVANGERE,21.2,2012,5,-71.0,SUMMER
HASSAN,51.5,2012,5,-50.0,SUMMER
KODAGU,34.6,2012,5,-77.0,SUMMER
KOPPAL,12.7,2012,5,-75.0,SUMMER
CHITRADURGA,44.3,2012,5,-32.0,SUMMER
RAICHUR,9.3,2012,5,-77.0,SUMMER
TUMKUR,37.7,2012,5,-57.0,SUMMER
BELGAUM,13.0,2012,5,-83.0,SUMMER
KOLAR,81.3,2012,5,9.0,SUMMER
CHIKBALLAPURA,69.3,2012,5,0.0,SUMMER
GULBARGA,40.3,2013,5,11.0,SUMMER
BELGAUM,52.1,2013,5,-30.0,SUMMER
DAKSHIN KANNADA,102.5,2013,5,-43.0,SUMMER
BIDAR,19.7,2013,5,-37.0,SUMMER
SHIMOGA,77.7,2013,5,-1.0,SUMMER
CHIKKAMAGALURU,140.2,2013,5,32.0,SUMMER
RAMANAGARA,87.5,2013,5,-28.0,SUMMER
BAGALKOTE,42.7,2013,5,-25.0,SUMMER
BANGALORE RURAL,119.6,2013,5,28.0,SUMMER
YADGIR,44.0,2013,5,20.0,SUMMER
DHARWAD,105.5,2013,5,28.0,SUMMER
UDUPI,130.7,2013,5,-33.0,SUMMER
BANGALORE URBAN,110.1,2013,5,4.0,SUMMER
KOLAR,76.5,2013,5,3.0,SUMMER
CHAMARAJANAGAR,82.9,2013,5,-37.0,SUMMER
GADAG,58.1,2013,5,-19.0,SUMMER
BELAGAVI,52.1,2013,5,-30.0,SUMMER
TUMKUR,84.9,2013,5,-3.0,SUMMER
RAICHUR,53.7,2013,5,33.0,SUMMER
UTTAR KANNADA,73.3,2013,5,-36.0,SUMMER
BELLARY,77.9,2013,5,35.0,SUMMER
HASSAN,99.2,2013,5,-3.0,SUMMER
MANDYA,91.7,2013,5,-13.0,SUMMER
DAVANGERE,147.0,2013,5,99.0,SUMMER
KODAGU,105.6,2013,5,-31.0,SUMMER
MYSURU,76.0,2013,5,-39.0,SUMMER
CHIKBALLAPURA,55.9,2013,5,-19.0,SUMMER
BIJAPUR,21.4,2013,5,-54.0,SUMMER
HAVERI,60.9,2013,5,-22.0,SUMMER
KOPPAL,57.8,2013,5,14.0,SUMMER
CHITRADURGA,110.4,2013,5,70.0,SUMMER
BIDAR,41.1,2014,5,31.0,SUMMER
BELLARY,117.2,2014,5,102.0,SUMMER
SHIMOGA,141.9,2014,5,81.0,SUMMER
CHIKKAMAGALURU,177.3,2014,5,67.0,SUMMER
HAVERI,126.1,2014,5,61.0,SUMMER
DAVANGERE,120.0,2014,5,62.0,SUMMER
BANGALORE URBAN,83.2,2014,5,-22.0,SUMMER
BELAGAVI,104.7,2014,5,40.0,SUMMER
CHAMARAJANAGAR,128.9,2014,5,-2.0,SUMMER
DAKSHIN KANNADA,220.4,2014,5,22.0,SUMMER
HASSAN,148.5,2014,5,45.0,SUMMER
GULBARGA,77.0,2014,5,112.0,SUMMER
GADAG,115.0,2014,5,60.0,SUMMER
KODAGU,210.0,2014,5,38.0,SUMMER
KOLAR,85.9,2014,5,15.0,SUMMER
MYSURU,151.5,2014,5,22.0,SUMMER
CHITRADURGA,142.4,2014,5,119.0,SUMMER
UDUPI,136.2,2014,5,-30.0,SUMMER
YADGIR,66.9,2014,5,82.0,SUMMER
DHARWAD,166.1,2014,5,101.0,SUMMER
BELGAUM,104.7,2014,5,40.0,SUMMER
KOPPAL,103.4,2014,5,105.0,SUMMER
UTTAR KANNADA,134.1,2014,5,18.0,SUMMER
BAGALKOTE,93.0,2014,5,62.0,SUMMER
TUMKUR,98.4,2014,5,13.0,SUMMER
MANDYA,139.2,2014,5,32.0,SUMMER
